code,longitude,latitude,address,in_clust,elev,sidonm
2,128.3066,38.435,강원도 고성군 수동면 고미성리,1,611.7,강원특별자치도
3,128.4066,38.435,강원도 고성군 거진읍 송강리,1,54.5,강원특별자치도
4,127.3064,38.335,강원도 철원군 동송읍 이길리,1,574.9,강원특별자치도
5,127.4065,38.335,강원도 철원군 근북면 율목리,1,291.9,강원특별자치도
7,127.6065,38.335,강원도 철원군 원남면 죽대리,1,409.3,강원특별자치도
8,127.7065,38.335,강원도 철원군 원동면 세현리,1,214.6,강원특별자치도
9,127.8065,38.335,강원도 철원군 원동면 등대리,1,442,강원특별자치도
12,128.3066,38.335,강원도 고성군 수동면 상원리,1,1074.2,강원특별자치도
13,128.4066,38.335,강원도 고성군 간성읍 어천리,1,453.2,강원특별자치도
14,128.5066,38.335,강원도 고성군 죽왕면 오봉리,1,5.1,강원특별자치도
15,128.6066,38.335,강원도 고성군 죽왕면 문암진리,1,-394.7,강원특별자치도
17,127.1064,38.235,경기도 연천군 신서면 마전리,1,241.3,경기도
18,127.2064,38.235,강원도 철원군 철원읍 화지리,1,219.9,강원특별자치도
19,127.3064,38.235,강원도 철원군 갈말읍 동막리,1,222.4,강원특별자치도
22,127.6065,38.235,강원도 화천군 상서면 마현리,1,513.8,강원특별자치도
23,127.7065,38.235,강원도 화천군 상서면 산양리,1,469,강원특별자치도
24,127.8065,38.235,강원도 화천군 화천읍 풍산리,1,359.8,강원특별자치도
25,127.9065,38.235,강원도 양구군 방산면 천미리,1,791.5,강원특별자치도
27,128.1066,38.235,강원도 양구군 해안면 만대리,1,984.6,강원특별자치도
28,128.2066,38.235,강원도 인제군 서화면 천도리,1,347.7,강원특별자치도
29,128.3066,38.235,강원도 인제군 서화면 서화리,1,1168.5,강원특별자치도
32,126.8064,38.135,경기도 연천군 왕징면 기곡리,1,78.3,경
33,126.9064,38.135,경기도 연천군 왕징면,1,164.4,경기도
34,127.0064,38.135,경기도 연천군 중면 삼곶리,1,66.3,경기도
35,127.1064,38.135,경기도 연천군 연천읍 옥산리,1,256.6,경기도
37,127.3064,38.135,강원도 철원군 갈말읍 신철원리,1,166.8,강원특별자치도
38,127.4065,38.135,강원도 철원군 서면 자등리,1,338.8,강원특별자치도
39,127.5065,38.135,강원도 화천군 사내면 명월리,1,864.8,강원특별자치도
42,127.8065,38.135,강원도 화천군 화천읍 동촌리,1,553.2,강원특별자치도
43,127.9065,38.135,강원도 양구군 양구읍 상무룡리,1,184.8,강원특별자치도
44,128.0065,38.135,강원도 양구군 양구읍 죽곡리,1,193.8,강원특별자치도
45,128.1066,38.135,강원도 인제군 인제읍 가아리,1,664.6,강원특별자치도
47,128.3066,38.135,강원도 인제군 북면 한계리,1,624.2,강원특별자치도
48,128.4066,38.135,강원도 인제군 북면 용대리,1,1019.2,강원특별자치도
49,128.5066,38.135,강원도 양양군 강현면 둔전리,1,1034.7,강원특별자치도
52,127.0064,38.035,경기도 연천군 미산면 우정리,1,44.7,경기도
53,127.1064,38.035,경기도 연천군 청산면 궁평리,1,69,경기도
54,127.2064,38.035,경기도 포천시 창수면 오가리,1,115,경기도
55,127.3064,38.035,경기도 포천시 영중면 성동리,1,578.6,경기도
57,127.5065,38.035,강원도 화천군 사내면 삼일리,1,523.9,강원특별자치도
58,127.6065,38.035,강원도 춘천시 사북면 오탄리,1,379.1,강원특별자치도
59,127.7065,38.035,강원도 화천군 하남면 거례리,1,395.8,강원특별자치도
62,128.0065,38.035,강원도 양구군 국토정중앙면 명곶리,1,626.6,강원특별자치도
63,128.1066,38.035,강원도 양구군 국토정중앙면 두무리,1,341.3,강원특별자치도
64,128.2066,38.035,강원도 인제군 인제읍 고사리,1,477.7,강원특별자치도
65,128.3066,38.035,강원도 인제군 인제읍 하추리,1,460.6,강원특별자치도
67,128.5066,38.035,강원도 양양군 서면 영덕리,1,855.6,강원특별자치도
68,128.6066,38.035,강원도 양양군 서면 수리,1,101.6,강원특별자치도
69,128.7066,38.035,강원도 양양군 현북면 중광정리,1,6,강원특별자치도
72,126.9064,37.935,경기도 파주시 적성면 마지리,1,39.6,경기도
73,127.0064,37.935,경기도 연천군 전곡읍 간파리,1,214.8,경기도
74,127.1064,37.935,경기도 동두천시 걸산동,1,301.7,경기도
75,127.2064,37.935,경기도 포천시 신북면 신평리,1,152,경기도
77,127.4065,37.935,경기도 가평군 조종면 상판리,1,645.3,경기도
78,127.5065,37.935,경기도 가평군 북면 도대리,1,486.2,경기도
79,127.6065,37.935,경기도 가평군 북면 목동리,1,547.3,경기도
82,127.9065,37.935,강원도 춘천시 북산면 물로리,1,259.3,강원특별자치도
83,128.0065,37.935,강원도 홍천군 두촌면 장남리,1,529.6,강원특별자치도
84,128.1066,37.935,강원도 인제군 남면 어론리,1,628.4,강원특별자치도
85,128.2066,37.935,강원도 인제군 남면 정자리,1,776.3,강원특별자치도
87,128.4066,37.935,강원도 인제군 기린면 방동리,1,832.1,강원특별자치도
88,128.5066,37.935,강원도 양양군 서면 미천리,1,663.5,강원특별자치도
89,128.6066,37.935,강원도 양양군 현북면 면옥치리,1,560.3,강원특별자치도
92,126.2063,37.835,인천광역시 강화군 교동면 서한리,1,-0.7,인천광역시
93,126.4063,37.835,인천광역시 강화군 양사면 북성리,1,-4.2,인천광역시
94,126.7064,37.835,경기도 파주시 탄현면 오금리,1,5.5,경기도
95,126.8064,37.835,경기도 파주시 파주읍 봉암리,1,149.5,경기도
97,127.0064,37.835,경기도 양주시 은현면 도하리,1,166,경기도
98,127.1064,37.835,경기도 양주시 율정동,1,119.4,경기도
99,127.2064,37.835,경기도 포천시 가산면 우금리,1,137.7,경기도
102,127.5065,37.835,경기도 가평군 가평읍 읍내리,1,81.2,경기도
103,127.6065,37.835,강원도 춘천시 서면 당림리,1,71.4,강원특별자치도
104,127.7065,37.835,강원도 춘천시 신동면 팔미리,1,231,강원특별자치도
105,127.8065,37.835,강원도 춘천시 동내면 고은리,1,657.4,강원특별자치도
107,128.0065,37.835,강원도 홍천군 두촌면 역내리,1,304.1,강원특별자치도
108,128.1066,37.835,강원도 홍천군 내촌면 도관리,1,566.6,강원특별자치도
109,128.2066,37.835,강원도 인제군 상남면 상남리,1,694.2,강원특별자치도
112,128.5066,37.835,강원도 홍천군 내면 명개리,1,1011.8,강원특별자치도
113,128.6066,37.835,강원도 강릉시 연곡면 삼산리,1,684.1,강원특별자치도
114,128.7066,37.835,강원도 강릉시 연곡면 삼산리,1,232.3,강원특별자치도
115,128.8066,37.835,강원도 강릉시 사천면 석교리,1,92.8,강원특별자치도
117,126.3063,37.735,인천광역시 강화군 삼산면 상리,1,57.5,인천광역시
118,126.4063,37.735,인천광역시 강화군 내가면 오상리,1,146.1,인천광역시
119,126.5063,37.735,인천광역시 강화군 강화읍 갑곳리,1,3.3,인천광역시
122,126.8064,37.735,경기도 파주시 조리읍 대원리,1,8.9,경기도
123,126.9064,37.735,경기도 고양시 덕양구 벽제동,1,179.4,경기도
124,127.0064,37.735,경기도 의정부시 가능동,1,162.5,경기도
125,127.1064,37.735,경기도 의정부시 고산동,1,74.4,경기도
127,127.3064,37.735,경기도 남양주시 수동면 외방리,1,139.1,경기도
128,127.4065,37.735,경기도 가평군 청평면 청평리,1,117.5,경기도
129,127.5065,37.735,경기도 가평군 가평읍 복장리,1,61.4,경기도
132,127.8065,37.735,강원도 홍천군 북방면 본궁리,1,149.8,강원특별자치도
133,127.9065,37.735,강원도 홍천군 홍천읍 결운리,1,304.1,강원특별자치도
134,128.0065,37.735,강원도 홍천군 화촌면 군업리,1,244.5,강원특별자치도
135,128.1066,37.735,강원도 홍천군 화촌면 장평리,1,329.8,강원특별자치도
137,128.3066,37.735,강원도 홍천군 서석면 생곡리,1,679.9,강원특별자치도
138,128.4066,37.735,강원도 홍천군 내면 자운리,1,714.3,강원특별자치도
139,128.5066,37.735,강원도 홍천군 내면 광원리,1,1066.4,강원특별자치도
142,128.8066,37.735,강원도 강릉시 성산면 어흘리,1,201.7,강원특별자치도
143,128.9066,37.735,강원도 강릉시 유산동,1,58.8,강원특별자치도
144,129.0067,37.735,강원도 강릉시 강동면 안인진리,1,-3.1,강원특별자치도
145,126.6064,37.635,경기도 김포시 대곶면 대능리,1,19.7,경기도
147,126.8064,37.635,경기도 고양시 덕양구 내곡동,1,9.7,경기도
148,126.9064,37.635,경기도 고양시 덕양구 동산동,1,89.6,경기도
149,127.0064,37.635,서울특별시 강북구 수유동,1,106.1,서울특별시
152,127.3064,37.635,경기도 남양주시 화도읍 차산리,1,67.5,경기도
153,127.4065,37.635,경기도 양평군 서종면 수입리,1,226,경기도
154,127.5065,37.635,경기도 가평군 설악면 설곡리,1,177.2,경기도
155,127.6065,37.635,경기도 양평군 단월면 석산리,1,160.9,경기도
157,127.8065,37.635,강원도 홍천군 홍천읍 상오안리,1,350.9,강원특별자치도
158,127.9065,37.635,강원도 홍천군 영귀미면 방량리,1,309.8,강원특별자치도
159,128.0065,37.635,강원도 홍천군 영귀미면 좌운리,1,239.9,강원특별자치도
162,128.3066,37.635,강원도 평창군 봉평면 흥정리,1,900.5,강원특별자치도
163,128.4066,37.635,강원도 평창군 봉평면 덕거리,1,776.8,강원특별자치도
164,128.5066,37.635,강원도 평창군 용평면 속사리,1,800.4,강원특별자치도
165,128.6066,37.635,강원도 평창군 진부면 호명리,1,770.4,강원특별자치도
167,128.8066,37.635,강원도 강릉시 왕산면 왕산리,1,715,강원특별자치도
168,128.9066,37.635,강원도 강릉시 강동면 언별리,1,442.5,강원특별자치도
169,129.0067,37.635,강원도 강릉시 옥계면 낙풍리,1,251.1,강원특별자치도
172,126.9064,37.535,서울특별시 영등포구 당산동,1,12.8,서울특별시
173,127.0064,37.535,서울특별시 용산구 한남동,1,13.6,서울특별시
174,127.1064,37.535,서울특별시 송파구 신천동,1,3,서울특별시
175,127.2064,37.535,경기도 하남시 천현동,1,28.1,경기도
177,127.4065,37.535,경기도 양평군 양서면 청계리,1,128.9,경기도
178,127.5065,37.535,경기도 양평군 옥천면 용천리,1,237.3,경기도
179,127.6065,37.535,경기도 양평군 용문면 조현리,1,222.2,경기도
182,127.9065,37.535,강원도 횡성군 공근면 초원리,1,457.3,강원특별자치도
183,128.0065,37.535,강원도 횡성군 공근면 수백리,1,140.1,강원특별자치도
184,128.1066,37.535,강원도 횡성군 갑천면 포동리,1,242.6,강원특별자치도
185,128.2066,37.535,강원도 횡성군 둔내면 마암리,1,520.4,강원특별자치도
187,128.4066,37.535,강원도 평창군 용평면 재산리,1,703.9,강원특별자치도
188,128.5066,37.535,강원도 평창군 대화면 대화리,1,953.5,강원특별자치도
189,128.6066,37.535,강원도 정선군 북평면 숙암리,1,771.1,강원특별자치도
192,128.9066,37.535,강원도 정선군 임계면 직원리,1,801.7,강원특별자치도
193,129.0067,37.535,강원도 동해시 신흥동,1,247.9,강원특별자치도
194,129.1067,37.535,강원도 동해시 부곡동,1,48.3,강원특별자치도
197,126.9064,37.435,서울특별시 금천구 시흥동,1,22.3,서울특별시
198,127.0064,37.435,경기도 과천시 막계동,1,48.3,경기도
199,127.1064,37.435,경기도 성남시 수정구 고등동,1,29,경기도
200,127.2064,37.435,경기도 광주시 목현동,1,170.4,경기도
203,127.5065,37.435,경기도 여주시 금사면 전북리,1,45.2,경기도
204,127.6065,37.435,경기도 양평군 지평면 수곡리,1,121.5,경기도
205,127.7065,37.435,경기도 양평군 양동면 매월리,1,260.1,경기도
207,127.9065,37.435,강원도 원주시 호저면 산현리,1,258.8,강원특별자치도
208,128.0065,37.435,강원도 원주시 소초면 교항리,1,242.1,강원특별자치도
209,128.1066,37.435,강원도 횡성군 우천면 오원리,1,294.8,강원특별자치도
210,128.2066,37.435,강원도 횡성군 안흥면 지구리,1,592.5,강원특별자치도
213,128.5066,37.435,강원도 평창군 대화면 하안미리,1,717.8,강원특별자치도
214,128.6066,37.435,강원도 정선군 북평면 나전리,1,938.4,강원특별자치도
215,128.7066,37.435,강원도 정선군 여량면 고양리,1,770.5,강원특별자치도
217,128.9066,37.435,강원도 삼척시 하장면 중봉리,1,1131.1,강원특별자치도
218,129.0067,37.435,강원도 동해시 삼화동,1,1000.6,강원특별자치도
219,129.1067,37.435,강원도 삼척시 도경동,1,140.2,강원특별자치도
220,129.2067,37.435,강원도 삼척시 정하동,1,-2.8,강원특별자치도
223,127.1064,37.335,경기도 용인시 수지구 죽전동,1,59.6,경기도
224,127.2064,37.335,경기도 광주시 오포읍 문형리,1,114.1,경기도
225,127.3064,37.335,경기도 광주시 도척면 도웅리,1,150.4,경기도
227,127.5065,37.335,경기도 이천시 백사면 백우리,1,51.8,경기도
228,127.6065,37.335,경기도 여주시 세종대왕면 백석리,1,39.5,경기도
229,127.7065,37.335,경기도 여주시 북내면 중암리,1,69.1,경기도
230,127.8065,37.335,강원도 원주시 지정면 안창리,1,131.1,강원특별자치도
233,128.1066,37.335,강원도 횡성군 강림면 강림리,1,623.9,강원특별자치도
234,128.2066,37.335,강원도 영월군 무릉도원면 운학리,1,622.9,강원특별자치도
235,128.3066,37.335,강원도 영월군 주천면 판운리,1,410.3,강원특별자치도
237,128.5066,37.335,강원도 평창군 미탄면 창리,1,305,강원특별자치도
238,128.6066,37.335,강원도 정선군 정선읍 귤암리,1,492.7,강원특별자치도
239,128.7066,37.335,강원도 정선군 남면 낙동리,1,566.8,강원특별자치도
240,128.8066,37.335,강원도 정선군 화암면 화암리,1,700.8,강원특별자치도
243,129.1067,37.335,강원도 삼척시 신기면 대평리,1,337.1,강원특별자치도
244,129.2067,37.335,강원도 삼척시 근덕면 동막리,1,235.8,강원특별자치도
245,129.3067,37.335,강원도 삼척시 근덕면 초곡리,1,-47.5,강원특별자치도
247,126.7064,37.235,경기도 화성시 송산면 천등리,1,30.2,경기도
248,126.8064,37.235,경기도 화성시 남양읍 시리,1,42.1,경기도
249,126.9064,37.235,경기도 화성시 비봉면 쌍학리,1,40.2,경기도
250,127.0064,37.235,경기도 수원시 권선구 장지동,1,23.5,경기도
253,127.3064,37.235,경기도 용인시 처인구 양지면 제일리,1,157.5,경기도
254,127.4065,37.235,경기도 이천시 호법면 단천리,1,173,경기도
255,127.5065,37.235,경기도 이천시 대월면 초지리,1,75.8,경기도
257,127.7065,37.235,경기도 여주시 강천면 강천리,1,47.6,경기도
258,127.8065,37.235,강원도 원주시 부론면 손곡리,1,147.9,강원특별자치도
259,127.9065,37.235,강원도 원주시 귀래면 운남리,1,579.7,강원특별자치도
260,128.0065,37.235,충청북도 제천시 백운면 운학리,1,584.8,충청북도
263,128.3066,37.235,강원도 영월군 주천면 용석리,1,250.1,강원특별자치도
264,128.4066,37.235,강원도 영월군 북면 문곡리,1,427.2,강원특별자치도
265,128.5066,37.235,강원도 영월군 영월읍 거운리,1,221.8,강원특별자치도
267,128.7066,37.235,강원도 정선군 신동읍 방제리,1,616.7,강원특별자치도
268,128.8066,37.235,강원도 정선군 사북읍 직전리,1,742.1,강원특별자치도
269,128.9066,37.235,강원도 삼척시 하장면 한소리,1,953.5,강원특별자치도
270,129.0067,37.235,강원도 삼척시 도계읍 점리,1,649.7,강원특별자치도
273,129.3067,37.235,강원도 삼척시 원덕읍 임원리,1,230,강원특별자치도
274,126.8064,37.135,경기도 화성시 우정읍 주곡리,1,4.7,경기도
275,126.9064,37.135,경기도 화성시 향남읍 장짐리,1,13.2,경기도
277,127.1064,37.135,경기도 평택시 진위면 동천리,1,53.7,경기도
278,127.2064,37.135,경기도 용인시 처인구 이동읍 송전리,1,51.4,경기도
279,127.3064,37.135,경기도 용인시 처인구 원삼면 목신리,1,76.9,경기도
280,127.4065,37.135,경기도 용인시 처인구 백암면 고안리,1,99.4,경기도
283,127.7065,37.135,충청북도 음성군 감곡면 문촌리,1,294.5,충청북도
284,127.8065,37.135,충청북도 충주시 소태면 덕은리,1,130.3,충청북도
285,127.9065,37.135,충청북도 충주시 엄정면 원곡리,1,188.7,충청북도
287,128.1066,37.135,충청북도 제천시 봉양읍 연박리,1,220.7,충청북도
288,128.2066,37.135,충청북도 제천시 명동,1,249.1,충청북도
289,128.3066,37.135,충청북도 단양군 어상천면 석교리,1,681.4,충청북도
290,128.4066,37.135,강원도 영월군 남면 연당리,1,326.1,강원특별자치도
293,128.7066,37.135,강원도 영월군 산솔면 녹전리,1,581.6,강원특별자치도
294,128.8066,37.135,강원도 영월군 상동읍 내덕리,1,598.6,강원특별자치도
295,128.9066,37.135,강원도 태백시 혈동,1,1110.8,강원특별자치도
297,129.1067,37.135,강원도 삼척시 가곡면 풍곡리,1,752.4,강원특별자치도
298,129.2067,37.135,강원도 삼척시 가곡면 오저리,1,229.4,강원특별자치도
299,129.3067,37.135,강원도 삼척시 원덕읍 산양리,1,135.7,강원특별자치도
300,129.4067,37.135,경상북도 울진군 북면 나곡리,1,-44.9,경상북도
303,126.6064,37.035,충청남도 당진시 석문면,1,-9.9,충청남도
304,126.8064,37.035,경기도 화성시 우정읍 이화리,1,6.4,경기도
305,126.9064,37.035,경기도 평택시 청북읍 삼계리,1,3.5,경기도
307,127.1064,37.035,경기도 안성시 원곡면 내가천리,1,45.1,경기도
308,127.2064,37.035,경기도 안성시 양성면 덕봉리,1,23.6,경기도
309,127.3064,37.035,경기도 안성시 보개면 복평리,1,61.1,경기도
310,127.4065,37.035,경기도 안성시 죽산면 장계리,1,260.1,경기도
313,127.7065,37.035,충청북도 충주시 노은면 안락리,1,267.3,충청북도
314,127.8065,37.035,충청북도 충주시 노은면 수룡리,1,164.5,충청북도
315,127.9065,37.035,충청북도 충주시 금가면 사암리,1,100.2,충청북도
317,128.1066,37.035,충청북도 제천시 청풍면 사오리,1,135.5,충청북도
318,128.2066,37.035,충청북도 제천시 금성면 성내리,1,593.5,충청북도
319,128.3066,37.035,충청북도 단양군 매포읍 하시리,1,214.2,충청북도
320,128.4066,37.035,충청북도 단양군 가곡면 가대리,1,235.8,충청북도
323,128.7066,37.035,경상북도 봉화군 물야면 오전리,1,1089.8,경상북도
324,128.8066,37.035,경상북도 봉화군 춘양면 서벽리,1,729.2,경상북도
325,128.9066,37.035,경상북도 봉화군 소천면 고선리,1,1071,경상북도
327,129.1067,37.035,경상북도 봉화군 석포면 석포리,1,909.1,경상북도
328,129.2067,37.035,경상북도 울진군 금강송면 소광리,1,643.7,경상북도
329,129.3067,37.035,경상북도 울진군 북면 하당리,1,182,경상북도
330,126.2063,36.935,충청남도 태안군 원북면 방갈리,1,-4.1,충청남도
333,126.6064,36.935,충청남도 당진시 고대면 슬항리,1,11.4,충청남도
334,126.7064,36.935,충청남도 당진시 송산면 명산리,1,8.2,충청남도
335,126.8064,36.935,충청남도 당진시 신평면 매산리,1,0,충청남도
337,127.0064,36.935,경기도 평택시 팽성읍 노양리,1,3.2,충청남도
338,127.1064,36.935,충청남도 천안시 서북구 성환읍 어룡리,1,34.7,충청남도
339,127.2064,36.935,충청남도 천안시 서북구 입장면 가산리,1,28.1,충청남도
340,127.3064,36.935,경기도 안성시 금광면 상중리,1,360.2,경기도
343,127.6065,36.935,충청북도 음성군 음성읍 동음리,1,195.7,충청북도
344,127.7065,36.935,충청북도 음성군 음성읍 평곡리,1,286.9,충청북도
345,127.8065,36.935,충청북도 괴산군 불정면 삼방리,1,200.2,충청북도
347,128.0065,36.935,충청북도 충주시 살미면 재오개리,1,166.1,충청북도
348,128.1066,36.935,충청북도 제천시 한수면 탄지리,1,293.9,충청북도
349,128.2066,36.935,충청북도 제천시 수산면 수산리,1,201.7,충청북도
350,128.3066,36.935,충청북도 단양군 단성면 외중방리,1,212.1,충청북도
353,128.6066,36.935,경상북도 영주시 단산면 병산리,1,240.9,경상북도
354,128.7066,36.935,경상북도 봉화군 물야면 북지리,1,383.6,경상북도
355,128.8066,36.935,경상북도 봉화군 봉성면 동양리,1,407.3,경상북도
357,129.0067,36.935,경상북도 봉화군 소천면 현동리,1,311.2,경상북도
358,129.1067,36.935,경상북도 봉화군 소천면 분천리,1,464.5,경상북도
359,129.2067,36.935,경상북도 울진군 금강송면 쌍전리,1,452,경상북도
360,129.3067,36.935,경상북도 울진군 근남면 수곡리,1,382.3,경상북도
363,126.4063,36.835,충청남도 서산시 성연면 오사리,1,113,충청남도
364,126.5063,36.835,충청남도 서산시 음암면 문양리,1,85.4,충청남도
365,126.6064,36.835,충청남도 당진시 구룡동,1,30.3,충청남도
367,126.8064,36.835,충청남도 당진시 우강면 공포리,1,6.9,충청남도
368,126.9064,36.835,충청남도 아산시 인주면 도흥리,1,38.6,충청남도
369,127.0064,36.835,충청남도 아산시 음봉면 동천리,1,58.8,충청남도
370,127.1064,36.835,충청남도 천안시 서북구 백석동,1,90.5,충청남도
373,127.4065,36.835,충청북도 진천군 진천읍 사석리,1,197.8,충청북도
374,127.5065,36.835,충청북도 진천군 초평면 화산리,1,98.5,충청북도
375,127.6065,36.835,충청북도 증평군 도안면 송정리,1,88.9,충청북도
377,127.8065,36.835,충청북도 괴산군 괴산읍 사창리,1,181,충청북도
378,127.9065,36.835,충청북도 괴산군 감물면 백양리,1,403.3,충청북도
379,128.0065,36.835,충청북도 충주시 수안보면 안보리,1,271.5,충청북도
380,128.1066,36.835,충청북도 제천시 한수면 송계리,1,599.4,충청북도
383,128.4066,36.835,충청북도 단양군 대강면 남천리,1,441.4,충청북도
384,128.5066,36.835,경상북도 영주시 봉현면 한천리,1,520.4,경상북도
385,128.6066,36.835,경상북도 영주시 가흥동,1,158.5,경상북도
387,128.8066,36.835,경상북도 봉화군 상운면 문촌리,1,413.7,경상북도
388,128.9066,36.835,경상북도 봉화군 명호면 고계리,1,497.9,경상북도
389,129.0067,36.835,경상북도 봉화군 재산면 동면리,1,762.1,경상북도
390,129.1067,36.835,경상북도 영양군 수비면 신암리,1,712.2,경상북도
393,129.4067,36.835,경상북도 울진군 기성면 삼산리,1,128.2,경상북도
394,126.3063,36.735,충청남도 태안군 태안읍 송암리,1,41.2,충청남도
395,126.4063,36.735,충청남도 서산시 부석면 월계리,1,29.4,충청남도
397,126.6064,36.735,충청남도 서산시 운산면 용현리,1,410.2,충청남도
398,126.7064,36.735,충청남도 예산군 고덕면 석곡리,1,26.3,충청남도
399,126.8064,36.735,충청남도 예산군 신암면 오산리,1,31.9,충청남도
400,126.9064,36.735,충청남도 아산시 도고면 신유리,1,111.9,충청남도
403,127.2064,36.735,충청남도 천안시 동남구 성남면 대정리,1,156.4,충청남도
404,127.3064,36.735,충청남도 천안시 동남구 수신면 장산리,1,150,충청남도
405,127.4065,36.735,충청북도 청주시 청원구 오창읍 용두리,1,110.4,충청북도
407,127.6065,36.735,충청북도 청주시 청원구 북이면 호명리,1,162.8,충청북도
408,127.7065,36.735,충청북도 괴산군 청안면 백봉리,1,316.1,충청북도
409,127.8065,36.735,충청북도 괴산군 청천면 덕평리,1,146.8,충청북도
410,127.9065,36.735,충청북도 괴산군 칠성면 쌍곡리,1,298.8,충청북도
413,128.2066,36.735,경상북도 문경시 산북면 석봉리,1,623.7,경상북도
414,128.3066,36.735,경상북도 문경시 동로면 간송리,1,332.1,경상북도
415,128.4066,36.735,경상북도 예천군 용문면 선리,1,551.9,경상북도
417,128.6066,36.735,경상북도 영주시 문수면 조제리,1,218.3,경상북도
418,128.7066,36.735,경상북도 영주시 평은면 강동리,1,375,경상북도
419,128.8066,36.735,경상북도 안동시 도산면 의일리,1,228.6,경상북도
420,128.9066,36.735,경상북도 안동시 예안면 삼계리,1,593.1,경상북도
423,129.2067,36.735,경상북도 영양군 수비면 오기리,1,472.9,경상북도
424,129.3067,36.735,경상북도 울진군 온정면 선구리,1,526.9,경상북도
425,129.4067,36.735,경상북도 울진군 평해읍 삼달리,1,84.9,경상북도
427,126.6064,36.635,충청남도 예산군 덕산면 대동리,1,40.3,충청남도
428,126.7064,36.635,충청남도 홍성군 금마면 화양리,1,15,충청남도
429,126.8064,36.635,충청남도 예산군 대흥면 노동리,1,19,충청남도
430,126.9064,36.635,충청남도 예산군 대술면 마전리,1,63.3,충청남도
433,127.2064,36.635,세종특별자치시 전동면 송성리,1,344.4,세종특별자치시
434,127.3064,36.635,충청북도 청주시 흥덕구 오송읍 공북리,1,51.4,충청북도
435,127.4065,36.635,충청북도 청주시 흥덕구 지동동,1,158.5,충청북도
437,127.6065,36.635,충청북도 청주시 상당구 낭성면 문박리,1,265.8,충청북도
438,127.7065,36.635,충청북도 청주시 상당구 미원면 월용리,1,258.5,충청북도
439,127.8065,36.635,충청북도 괴산군 청천면 상신리,1,350.6,충청북도
440,127.9065,36.635,충청북도 괴산군 청천면 삼송리,1,329,충청북도
443,128.2066,36.635,경상북도 문경시 호계면 막곡리,1,86.4,경상북도
444,128.3066,36.635,경상북도 예천군 용궁면 월오리,1,97.7,경상북도
445,128.4066,36.635,경상북도 예천군 유천면 화지리,1,83.3,경상북도
447,128.6066,36.635,경상북도 안동시 풍산읍 죽전리,1,280.8,경상북도
448,128.7066,36.635,경상북도 안동시 서후면 저전리,1,174.8,경상북도
449,128.8066,36.635,경상북도 안동시 와룡면 주계리,1,237.5,경상북도
450,128.9066,36.635,경상북도 안동시 예안면 계곡리,1,261.9,경상북도
453,129.2067,36.635,경상북도 영양군 영양읍 무창리,1,381.5,경상북도
454,129.3067,36.635,경상북도 영덕군 창수면 삼계리,1,128.3,경상북도
455,129.4067,36.635,경상북도 영덕군 병곡면 백석리,1,150.6,경상북도
457,126.4063,36.535,충청남도 홍성군 서부면 죽도리,1,-4.9,충청남도
458,126.6064,36.535,충청남도 홍성군 은하면 장곡리,1,183.9,충청남도
459,126.7064,36.535,충청남도 홍성군 홍동면 문당리,1,59.4,충청남도
460,126.8064,36.535,충청남도 예산군 광시면 시목리,1,270.1,충청남도
463,127.1064,36.535,충청남도 공주시 정안면 상룡리,1,65.5,충청남도
464,127.2064,36.535,세종특별자치시 장군면 평기리,1,159.5,세종특별자치시
465,127.3064,36.535,세종특별자치시 용호동,1,93.5,세종특별자치시
467,127.5065,36.535,충청북도 청주시 상당구 가덕면 국전리,1,85.3,충청북도
468,127.6065,36.535,충청북도 보은군 회인면 쌍암리,1,224.2,충청북도
469,127.7065,36.535,충청북도 보은군 내북면 서지리,1,185.1,충청북도
470,127.8065,36.535,충청북도 보은군 속리산면 북암리,1,604.5,충청북도
473,128.1066,36.535,경상북도 상주시 공검면 지평리,1,88.3,경상북도
474,128.2066,36.535,경상북도 상주시 함창읍 신덕리,1,89.7,경상북도
475,128.3066,36.535,경상북도 예천군 풍양면 우망리,1,223,경상북도
477,128.5066,36.535,경상북도 안동시 풍천면 광덕리,1,97.3,경상북도
478,128.6066,36.535,경상북도 안동시 남후면 단호리,1,278.1,경상북도
479,128.7066,36.535,경상북도 안동시 수상동,1,213.4,경상북도
480,128.8066,36.535,경상북도 안동시 남선면 이천리,1,89.1,경상북도
483,129.1067,36.535,경상북도 청송군 진보면 시량리,1,257.7,경상북도
484,129.2067,36.535,경상북도 영양군 석보면 화매리,1,557.8,경상북도
